M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14
M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15
M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7
M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9
M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
