M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
M,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
M,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11
M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
M,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10
M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
M,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
M,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9
M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
M,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
M,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
M,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9
M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
M,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
M,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9
M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
M,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12
M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
M,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13
M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
M,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10
M,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
M,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
M,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10
M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
M,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8
M,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
M,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10
M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
M,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9
